id,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
5787,Maruti Baleno,2018,24571,1,PETROL,HR-26,Automatic,HatchBack,683000
5788,Maruti Swift,2020,51768,1,PETROL,DL-1C,Manual,HatchBack,513650
5789,Volkswagen Vento,2020,68303,2,PETROL,KA-09,Manual,Sedan,1233000
5790,Jeep GRAND CHEROKEE,2016,91825,1,DIESEL,GJ-03,Automatic,Lux_SUV,2666000
5791,Maruti Swift,2017,7734,1,PETROL,GJ-05,Manual,HatchBack,546000
5792,Hyundai Grand i10,2017,99302,1,PETROL,GJ-13,Manual,HatchBack,525000
5793,Maruti Alto 800,2014,85119,1,PETROL,WB-24,Manual,HatchBack,172650
5794,Renault TRIBER,2021,11712,1,PETROL,KA-05,Automatic,SUV,868000
5795,Maruti Wagon R 1.0,2014,66402,1,PETROL,DL-2C,Manual,HatchBack,320000
5796,Maruti Dzire,2018,30432,1,PETROL,MH-04,Manual,Sedan,612000
5797,Tata Tiago,2020,18420,1,PETROL,PB-91,Automatic,HatchBack,663000
5798,Hyundai Santro Xing,2010,95627,3,PETROL,AP-09,Manual,HatchBack,205000
5799,Hyundai NEW I20,2021,25400,1,PETROL,KA-63,Automatic,HatchBack,1144000
5800,Tata TIGOR,2018,59997,2,PETROL,DL-9C,Manual,Sedan,357000
5801,Maruti Swift,2013,92202,1,DIESEL,WB-02,Manual,HatchBack,315000
5802,Maruti Baleno,2020,10393,1,PETROL,DL-9C,Manual,HatchBack,700000
5803,Maruti Alto 800,2018,55658,1,PETROL,GJ-03,Manual,HatchBack,324000
5804,Maruti Alto,2020,36270,2,PETROL,GJ-32,Manual,HatchBack,335350
5805,Hyundai Grand i10,2018,39125,2,PETROL,TS-07,Manual,HatchBack,559000
5806,Hyundai i20,2014,39078,1,PETROL,KA-53,Manual,HatchBack,550000
5807,Maruti Alto K10,2015,24361,2,PETROL,DL-3C,Automatic,HatchBack,303000
5808,Maruti Wagon R 1.0,2014,33342,2,PETROL,WB-08,Manual,HatchBack,256000
5809,Maruti Alto K10,2010,41987,1,PETROL,KA-25,Manual,HatchBack,234000
5810,Hyundai Creta,2017,22591,2,PETROL,HR-51,Manual,SUV,768000
5811,Maruti Swift,2016,65991,2,PETROL,GJ-23,Manual,HatchBack,506000
5812,Maruti Swift,2012,74379,1,DIESEL,MH-46,Manual,HatchBack,419000
5813,Hyundai Eon,2014,24501,3,PETROL,WB-24,Manual,HatchBack,209000
5814,Maruti Swift,2020,23475,1,PETROL,TN-18,Manual,HatchBack,650000
5815,Maruti Alto,2019,52162,1,PETROL,GJ-23,Manual,HatchBack,329000
5816,Maruti Wagon R 1.0,2013,91821,2,PETROL,AP-29,Manual,HatchBack,331000
5817,Honda Amaze,2017,58998,1,PETROL,KA-36,Automatic,Sedan,627000
5818,Renault Kwid,2019,21722,1,PETROL,KA-03,Manual,HatchBack,416000
5819,Mahindra XUV 3OO,2020,62388,1,DIESEL,UP-16,Manual,SUV,1082000
5820,Honda Amaze,2019,105662,1,PETROL,,Manual,Sedan,490000
5821,Maruti Swift,2021,43062,1,PETROL,HR-14,Manual,HatchBack,600000
5822,Maruti Baleno,2021,6001,1,PETROL,GJ-06,Automatic,HatchBack,816000
5823,Ford FREESTYLE,2021,57662,1,PETROL,KL-80,Manual,SUV,606000
5824,Renault TRIBER,2021,12549,1,PETROL,CH-01,Manual,SUV,700000
5825,Hyundai Elite i20,2014,95624,1,PETROL,WB-08,Manual,HatchBack,396000
5826,Maruti Ciaz,2019,31638,1,PETROL,TS-07,Manual,Sedan,951000
5827,Tata NEXON,2018,25178,2,PETROL,MH-01,Manual,SUV,627000
5828,Hyundai Grand i10,2014,86577,2,PETROL,KA-04,Automatic,HatchBack,468000
5829,Volkswagen Polo,2016,86431,2,PETROL,TN-12,Manual,HatchBack,527000
5830,Maruti Wagon R 1.0,2013,71576,1,PETROL,DL-3C,Manual,HatchBack,259000
5831,Maruti Alto 800,2018,40069,2,PETROL,MH-40,Manual,HatchBack,292000
5832,Ford FREESTYLE,2019,60765,1,DIESEL,GJ-38,Manual,SUV,589000
5833,Volkswagen Polo,2022,9205,1,PETROL,GJ-02,Manual,HatchBack,697000
5834,Hyundai Eon,2015,25121,1,PETROL,TS-11,Manual,HatchBack,284000
5835,Hyundai Elite i20,2017,63734,2,DIESEL,TN-09,Manual,HatchBack,646000
5836,Mahindra XUV 3OO,2021,39403,1,DIESEL,MH-04,Automatic,SUV,1299000
5837,Maruti Baleno,2018,63256,1,PETROL,GJ-01,Manual,HatchBack,606000
5838,Renault Kiger,2022,12907,1,PETROL,UP-14,Automatic,HatchBack,962000
5839,Maruti Celerio,2021,9647,1,PETROL,DL-3C,Manual,HatchBack,488000
5840,Maruti Ertiga,2018,52724,1,DIESEL,GJ-06,Manual,SUV,881000
5841,Maruti Wagon R 1.0,2016,71947,1,PETROL,BR-01,Automatic,HatchBack,320000
5842,Hyundai Eon,2013,68652,1,PETROL,RJ-14,Manual,HatchBack,197000
5843,Tata NEXON,2017,59956,1,PETROL,TN-05,Manual,SUV,687000
5844,Honda City,2012,46903,1,PETROL,MH-01,Manual,Sedan,370000
5845,Hyundai i20,2014,98253,2,PETROL,HR-26,Manual,HatchBack,341000
5846,Hyundai Santro Xing,2013,77272,2,PETROL,MH-12,Manual,HatchBack,226000
5847,Honda Jazz,2016,50199,2,PETROL,TN-04,Manual,HatchBack,570000
5848,Maruti Ciaz,2016,53492,1,PETROL,MH-12,Manual,Sedan,672000
5849,Hyundai Grand i10,2019,62795,1,PETROL,TS-07,Manual,HatchBack,584000
5850,Tata NEXON,2019,23694,1,PETROL,DL-11,Automatic,SUV,873000
5851,Hyundai Verna,2016,71144,1,PETROL,TS-07,Automatic,Sedan,752000
5852,Hyundai i10,2010,76641,2,PETROL,WB-12,Manual,HatchBack,155000
5853,Honda Brio,2012,78175,3,PETROL,HR-51,Manual,HatchBack,244000
5854,Maruti Wagon R 1.0,2018,30817,1,PETROL,KL-54,Manual,HatchBack,437000
5855,Maruti Wagon R 1.0,2017,91203,2,CNG,MH-02,Manual,HatchBack,340000
5856,Hyundai Elite i20,2016,88947,1,CNG,DL-12,Manual,HatchBack,541000
5857,Ford Ecosport,2016,62347,1,PETROL,TS-09,Automatic,SUV,678000
5858,Tata NEXON,2018,70022,1,PETROL,TS-07,Automatic,SUV,813000
5859,Tata ALTROZ,2021,60222,1,DIESEL,CH-01,Manual,HatchBack,789000
5860,Hyundai i10,2012,64266,2,PETROL,MP-04,Manual,HatchBack,267000
5861,Maruti New Wagon-R,2019,69821,1,CNG,DL-5C,Manual,HatchBack,528000
5862,Toyota Etios Liva,2017,89380,2,PETROL,BR-06,Manual,HatchBack,348000
5863,Maruti Alto K10,2018,54611,1,PETROL,TS-15,Manual,HatchBack,377000
5864,Honda Jazz,2012,97945,2,PETROL,KA-51,Manual,HatchBack,320000
5865,Nissan Micra Active,2016,110267,2,PETROL,,Manual,HatchBack,369000
5866,Maruti Alto,2021,21969,1,PETROL,DL-6C,Manual,HatchBack,369200
5867,Maruti Dzire,2019,73862,1,PETROL,GJ-01,Manual,Sedan,587000
5868,Hyundai Creta,2016,50906,1,DIESEL,GJ-01,Automatic,SUV,913000
5869,Honda City,2017,101161,1,PETROL,,Manual,Sedan,299000
5870,KIA SELTOS,2021,12763,1,PETROL,KA-04,Manual,SUV,1403000
5871,Hyundai Verna,2014,69819,2,PETROL,DL-4C,Manual,Sedan,228000
5872,Hyundai Elite i20,2018,30264,1,PETROL,GJ-01,Manual,HatchBack,695000
5873,Tata Tiago,2019,51729,2,DIESEL,TS-10,Manual,HatchBack,610000
5874,Hyundai VENUE,2020,61919,1,DIESEL,KA-05,Manual,SUV,1015000
5875,Hyundai VENUE,2020,27058,1,PETROL,HR-30,Manual,SUV,757000
5876,Maruti Wagon R 1.0,2017,27037,1,PETROL,TN-18,Manual,HatchBack,458000
5877,Maruti Dzire,2017,72260,1,PETROL,CH-01,Manual,Sedan,282000
5878,Honda Jazz,2017,95581,1,PETROL,GJ-01,Automatic,HatchBack,549225
5879,Honda City,2019,52650,1,PETROL,MH-12,Automatic,Sedan,818000
5880,Maruti Alto 800,2017,41572,1,PETROL,MH-03,Manual,HatchBack,278000
5881,Maruti Swift Dzire,2016,50071,1,DIESEL,TN-22,Manual,Sedan,786000
5882,Hyundai Eon,2017,60388,2,PETROL,MH-04,Manual,HatchBack,321000
5883,Maruti Alto K10,2017,28134,2,PETROL,KA-50,Manual,HatchBack,347000
5884,Maruti Ciaz,2019,66399,1,PETROL,KA-04,Automatic,Sedan,900000
5885,Honda City,2011,89933,2,PETROL,HR-26,Manual,Sedan,292000
5886,Maruti Ertiga,2014,57053,1,PETROL,DL-8C,Manual,SUV,577000
5887,Hyundai Elite i20,2020,35341,1,PETROL,RJ-45,Manual,HatchBack,655000
5888,Maruti Alto K10,2012,35297,1,PETROL,DL-9C,Manual,HatchBack,196000
5889,Maruti Baleno,2017,70259,1,DIESEL,TS-07,Manual,HatchBack,690000
5890,Maruti Wagon R Stingray,2015,12034,2,PETROL,BR-01,Manual,HatchBack,360000
5891,Renault Kwid,2021,12247,1,PETROL,WB-02,Automatic,HatchBack,522000
5892,Renault Kwid,2019,39141,1,PETROL,TN-22,Manual,HatchBack,371000
5893,Maruti Swift Dzire,2010,90039,1,PETROL,HR-26,Manual,Sedan,216000
5894,Honda City,2013,91854,1,PETROL,KA-03,Automatic,Sedan,470000
5895,Maruti Swift,2015,76485,1,PETROL,KA-53,Manual,HatchBack,555000
5896,Tata ALTROZ,2021,37773,1,PETROL,UP-32,Manual,HatchBack,618250
5897,Toyota Glanza,2021,36504,1,PETROL,UP-44,Manual,HatchBack,773000
5898,Maruti Baleno,2019,38658,1,PETROL,UP-32,Manual,HatchBack,552000
5899,Hyundai AURA,2022,16749,1,PETROL,PB-91,Manual,Sedan,761000
5900,Maruti Celerio,2018,29484,1,PETROL,KA-41,Manual,HatchBack,535000
5901,Hyundai Elite i20,2016,77631,1,PETROL,KA-04,Manual,HatchBack,591000
5902,Ford Ecosport,2016,88415,2,PETROL,KA-03,Automatic,SUV,703000
5903,Hyundai GRAND I10 NIOS,2019,20203,1,PETROL,UP-25,Manual,HatchBack,489000
5904,Maruti Wagon R 1.0,2016,70572,2,PETROL,GJ-05,Automatic,HatchBack,361000
5905,Tata NEXON,2021,12973,1,PETROL,MH-05,Manual,SUV,940000
5906,Hyundai i10,2011,71144,2,PETROL,MH-02,Automatic,HatchBack,296000
5907,Maruti Alto K10,2017,44351,1,PETROL,MH-12,Automatic,HatchBack,383000
5908,Maruti Baleno,2017,74249,1,PETROL,DL-8C,Manual,HatchBack,501000
5909,Maruti Alto 800,2018,12443,1,PETROL,GJ-03,Manual,HatchBack,334000
5910,Maruti Dzire,2018,57243,1,PETROL,UP-78,Manual,Sedan,690000
5911,Maruti Vitara Brezza,2016,123776,2,DIESEL,MH-05,Manual,SUV,665000
5912,Renault Kwid,2019,23439,1,PETROL,KA-05,Automatic,HatchBack,505000
5913,Hyundai i10,2010,60716,1,PETROL,MH-12,Manual,HatchBack,229000
5914,Maruti Celerio,2017,86678,3,PETROL,KA-01,Automatic,HatchBack,437000
5915,Hyundai Grand i10,2015,60289,1,PETROL,KA-51,Manual,HatchBack,476000
5916,Hyundai NEW SANTRO,2019,33057,1,CNG,UP-14,Manual,HatchBack,565000
5917,Hyundai i20,2014,53677,1,PETROL,KA-04,Manual,HatchBack,544000
5918,Hyundai AURA,2020,882,1,PETROL,UP-32,Manual,Sedan,794000
5919,Hyundai i20,2011,106094,1,PETROL,,Manual,HatchBack,243000
5920,Honda City,2017,63709,1,DIESEL,MH-12,Automatic,Sedan,1138000
5921,Skoda Rapid,2020,3470,1,PETROL,KA-05,Manual,Sedan,913000
5922,Volkswagen Vento,2021,37535,1,PETROL,MH-02,Automatic,Sedan,662000
5923,Nissan MAGNITE,2021,21967,1,PETROL,DL-8C,Automatic,SUV,807000
5924,Maruti IGNIS,2022,8463,1,PETROL,TN-25,Manual,HatchBack,668000
5925,Maruti Vitara Brezza,2020,38639,1,PETROL,GJ-01,Manual,SUV,752000
5926,Honda Amaze,2013,116737,1,DIESEL,KA-51,Manual,Sedan,649000
5927,Hyundai i10,2013,62049,1,PETROL,MH-03,Manual,HatchBack,259000
5928,Maruti Alto K10,2017,74340,2,PETROL,TS-10,Manual,HatchBack,326000
5929,Hyundai Elite i20,2016,17000,1,PETROL,KA-53,Manual,HatchBack,782000
5930,Honda City,2016,65484,1,PETROL,WB-02,Manual,Sedan,555000
5931,Maruti Alto 800,2012,68473,1,PETROL,WB-12,Manual,HatchBack,189000
5932,Maruti Swift,2017,40512,2,PETROL,HR-26,Manual,HatchBack,486800
5933,Maruti Swift,2014,69860,1,PETROL,DL-13,Manual,HatchBack,397000
5934,Maruti IGNIS,2017,27818,1,PETROL,GJ-06,Automatic,HatchBack,558000
5935,Maruti Ertiga,2018,83567,2,DIESEL,DL-3C,Manual,SUV,770000
5936,Honda Amaze,2014,50908,1,PETROL,MP-04,Manual,Sedan,476000
5937,Renault TRIBER,2020,7922,1,PETROL,KA-03,Automatic,SUV,750000
5938,Hyundai Elite i20,2017,35646,2,DIESEL,MH-49,Manual,HatchBack,699000
5939,Honda Brio,2013,101340,1,PETROL,,Manual,HatchBack,260000
5940,Hyundai Verna,2016,72640,1,DIESEL,GJ-18,Manual,Sedan,1348000
5941,Tata ALTROZ,2020,19244,1,PETROL,TS-11,Manual,HatchBack,740000
5942,Maruti Ritz,2014,94611,2,PETROL,TS-07,Manual,HatchBack,386000
5943,Skoda Rapid,2021,95954,1,DIESEL,AP-28,Manual,Sedan,629000
5944,Hyundai i20 Active,2016,103731,2,PETROL,,Manual,HatchBack,590000
5945,Tata NEXON,2021,10667,1,PETROL,GJ-01,Automatic,SUV,1141000
5946,Maruti Alto K10,2010,52162,1,PETROL,DL-2C,Manual,HatchBack,170000
5947,Honda WR-V,2017,56507,2,PETROL,MH-12,Manual,SUV,634000
5948,Maruti Ertiga,2016,55492,1,PETROL,HR-26,Manual,SUV,657000
5949,Maruti Wagon R 1.0,2017,44723,1,CNG,MH-02,Manual,HatchBack,406650
5950,Maruti Swift,2014,31946,1,PETROL,MH-05,Manual,HatchBack,432000
5951,Maruti Swift,2012,31298,1,PETROL,MH-31,Manual,HatchBack,333000
5952,Tata Tiago,2018,44540,1,CNG,MH-01,Manual,HatchBack,469350
5953,Hyundai i10,2011,49342,2,PETROL,WB-20,Manual,HatchBack,170000
5954,Hyundai Grand i10,2019,14653,1,PETROL,MH-34,Manual,HatchBack,495000
5955,Maruti Alto 800,2018,52646,1,PETROL,GJ-38,Manual,HatchBack,321000
5956,Datsun Redi Go,2018,16647,1,PETROL,HR-50,Manual,HatchBack,208000
5957,Ford Ecosport,2019,45739,1,PETROL,HR-26,Manual,SUV,726000
5958,Maruti Alto 800,2017,68031,1,CNG,DL-3C,Manual,HatchBack,318000
5959,KIA SELTOS,2019,49589,1,PETROL,KA-51,Automatic,SUV,1631000
5960,Toyota Etios,2011,45304,1,PETROL,UP-78,Manual,Sedan,410000
5961,Maruti Baleno,2021,13225,1,PETROL,DL-3C,Automatic,HatchBack,755000
5962,Maruti Baleno,2020,11683,1,PETROL,GJ-01,Manual,HatchBack,677000
5963,Honda Amaze,2019,65358,2,PETROL,RJ-10,Manual,Sedan,597000
5964,Maruti Celerio,2017,96548,2,CNG,GJ-27,Automatic,HatchBack,403000
5965,Maruti Dzire,2017,61115,1,PETROL,KA-03,Manual,Sedan,725000
5966,Tata NEXON,2021,66395,1,DIESEL,GJ-06,Manual,SUV,1015000
5967,Maruti Wagon R 1.0,2018,92055,1,CNG,MH-46,Manual,HatchBack,431000
5968,Hyundai NEW I20,2021,58286,1,DIESEL,KA-46,Manual,HatchBack,1185000
5969,Renault TRIBER,2019,68616,1,PETROL,MH-12,Manual,SUV,609000
5970,Maruti S Cross,2020,55419,1,PETROL,GJ-08,Manual,SUV,964000
5971,Maruti Wagon R 1.0,2018,78901,1,CNG,MH-05,Manual,HatchBack,456000
5972,Maruti Swift,2016,60380,1,PETROL,KL-47,Manual,HatchBack,587000
5973,Maruti S PRESSO,2021,32020,1,CNG,MH-01,Manual,HatchBack,472000
5974,Honda City,2016,34796,1,PETROL,MH-14,Automatic,Sedan,764000
5975,Tata Tiago,2022,4301,1,CNG,UP-32,Manual,HatchBack,728000
5976,Mahindra TUV300,2016,73195,2,DIESEL,KA-03,Automatic,SUV,697000
5977,Honda Amaze,2013,53850,2,DIESEL,UP-32,Manual,Sedan,408000
5978,Maruti Vitara Brezza,2021,24808,1,PETROL,PB-32,Manual,SUV,901000
5979,Maruti Alto,2021,22112,1,PETROL,KA-07,Manual,HatchBack,419000
5980,Maruti Baleno,2016,45761,2,PETROL,MH-03,Manual,HatchBack,528000
5981,Honda City,2015,71874,1,PETROL,MH-12,Manual,Sedan,517000
5982,Maruti Celerio,2017,40997,2,PETROL,KA-03,Manual,HatchBack,456000
5983,Maruti Wagon R 1.0,2015,28999,1,PETROL,UP-14,Manual,HatchBack,338000
5984,Volkswagen Ameo,2018,84296,2,CNG,MH-02,Automatic,Sedan,686000
5985,Hyundai i10,2010,70706,2,PETROL,MP-04,Manual,HatchBack,238000
5986,Maruti Swift,2015,32840,2,PETROL,GJ-01,Manual,HatchBack,488000
5987,Renault Kwid,2018,85458,1,PETROL,KA-20,Manual,HatchBack,347000
5988,Hyundai Elite i20,2018,35985,2,PETROL,TN-03,Manual,HatchBack,716000
5989,Maruti Wagon R 1.0,2010,36007,1,PETROL,MH-02,Manual,HatchBack,241000
5990,Maruti Alto 800,2014,55158,1,PETROL,KA-27,Manual,HatchBack,285000
5991,Mahindra XUV500,2018,43359,1,DIESEL,HR-26,Automatic,Lux_SUV,1192000
5992,Maruti Wagon R 1.0,2015,20170,1,PETROL,MH-15,Manual,HatchBack,386000
5993,Hyundai Creta,2019,40044,2,CNG,DL-1C,Automatic,SUV,1171000
5994,Maruti Swift,2014,94540,1,PETROL,TS-07,Manual,HatchBack,421000
5995,Hyundai Grand i10,2014,95138,1,PETROL,WB-02,Manual,HatchBack,299750
5996,Maruti IGNIS,2017,51497,2,PETROL,HR-87,Manual,HatchBack,398000
5997,Maruti Swift,2020,25335,1,PETROL,MH-14,Automatic,HatchBack,806000
5998,Honda Brio,2014,26015,1,PETROL,MH-02,Automatic,HatchBack,439000
5999,Renault Kwid,2021,18707,1,PETROL,KA-55,Automatic,HatchBack,552000
6000,Maruti S Cross,2021,11323,1,PETROL,TN-85,Manual,SUV,877000
6001,Toyota Corolla Altis,2015,63857,1,PETROL,DL-8C,Automatic,Lux_sedan,807000
6002,Hyundai Elite i20,2018,76180,2,CNG,MH-48,Manual,HatchBack,611000
6003,Maruti Celerio,2014,18728,1,PETROL,KA-03,Automatic,HatchBack,440000
6004,Hyundai Elite i20,2018,40826,2,PETROL,DL-4C,Manual,HatchBack,546000
6005,Honda City,2016,87444,2,DIESEL,UP-16,Manual,Sedan,466000
6006,Maruti BREZZA,2022,27372,1,PETROL,TS-10,Manual,SUV,974000
6007,Maruti Swift,2013,77326,1,DIESEL,TN-05,Manual,HatchBack,403000
6008,Maruti Alto,2019,46881,1,PETROL,HR-26,Manual,HatchBack,373000
6009,Maruti Baleno,2018,28969,1,PETROL,MH-47,Manual,HatchBack,567350
6010,Honda WR-V,2021,38745,1,PETROL,TN-21,Manual,SUV,924000
6011,Hyundai Elite i20,2016,36037,1,PETROL,DL-4C,Manual,HatchBack,566000
6012,Honda Jazz,2016,52762,1,PETROL,KA-51,Manual,HatchBack,542000
6013,Tata ALTROZ,2021,19164,1,PETROL,TN-23,Manual,HatchBack,626000
6014,Renault Kwid,2021,41968,1,PETROL,KA-50,Manual,HatchBack,489000
6015,Maruti Alto K10,2016,44754,2,PETROL,TN-04,Manual,HatchBack,285000
6016,Maruti Alto K10,2014,51156,1,PETROL,UP-32,Manual,HatchBack,254000
6017,Honda WR-V,2017,37815,1,PETROL,UP-32,Manual,SUV,557000
6018,Hyundai i10,2011,71783,1,PETROL,DL-3C,Manual,HatchBack,198000
6019,Maruti Baleno,2017,42655,1,PETROL,MH-12,Manual,HatchBack,670000
6020,Renault TRIBER,2021,15063,1,PETROL,TN-13,Automatic,SUV,798000
6021,Maruti Vitara Brezza,2016,84666,1,DIESEL,KA-53,Manual,SUV,834000
6022,Hyundai Grand i10,2013,102867,2,DIESEL,KA-51,Manual,HatchBack,373000
6023,Maruti IGNIS,2017,60784,1,DIESEL,UP-32,Automatic,HatchBack,585000
6024,Maruti IGNIS,2018,46746,1,PETROL,TS-08,Manual,HatchBack,531000
6025,Maruti Swift,2019,93152,1,PETROL,DL-9C,Manual,HatchBack,497000
6026,Maruti Swift Dzire,2012,91128,1,DIESEL,MH-04,Manual,Sedan,675000
6027,Honda Amaze,2013,87589,1,DIESEL,AP-29,Manual,Sedan,394000
6028,Honda Amaze,2014,47089,1,DIESEL,MH-02,Manual,Sedan,1048000
6029,Maruti New Wagon-R,2021,51968,1,CNG,MH-04,Manual,HatchBack,561000
6030,Maruti New Wagon-R,2020,23981,2,PETROL,HR-19,Manual,HatchBack,512000
6031,Hyundai Grand i10,2017,45931,1,PETROL,MH-04,Manual,HatchBack,449000
6032,Maruti Baleno,2015,52288,1,DIESEL,HR-51,Manual,HatchBack,397000
6033,Skoda Rapid,2021,7129,1,PETROL,KA-04,Manual,Sedan,871000
6034,Hyundai Grand i10,2017,29501,1,PETROL,MP-04,Manual,HatchBack,473000
6035,Maruti S PRESSO,2019,24194,1,PETROL,MH-14,Manual,HatchBack,401000
6036,Maruti Ciaz,2019,97304,2,DIESEL,GJ-18,Manual,Sedan,532000
6037,Maruti Alto,2021,6817,1,PETROL,MH-04,Manual,HatchBack,378000
6038,Maruti Swift,2013,44437,1,PETROL,KA-01,Manual,HatchBack,465000
6039,Honda Brio,2013,38326,2,PETROL,DL-4C,Manual,HatchBack,273700
6040,Toyota YARIS,2020,69393,1,PETROL,DL-1C,Automatic,Sedan,505000
6041,Hyundai Elite i20,2017,51181,1,PETROL,KA-51,Manual,HatchBack,667000
6042,Hyundai i20,2014,65518,1,PETROL,UP-14,Manual,HatchBack,414000
6043,Maruti Baleno,2015,48122,2,PETROL,MH-14,Manual,HatchBack,472000
6044,Tata ALTROZ,2022,78827,1,DIESEL,TN-52,Manual,HatchBack,755500
6045,Nissan MAGNITE,2021,32806,1,PETROL,TN-32,Manual,SUV,820000
6046,Mahindra Thar,2018,90305,2,DIESEL,TS-29,Manual,SUV,788000
6047,Maruti Swift,2015,112871,1,DIESEL,KA-05,Manual,HatchBack,649000
6048,Maruti S PRESSO,2022,18993,1,CNG,UP-78,Manual,HatchBack,500000
6049,Hyundai Creta,2016,54808,1,PETROL,GJ-01,Automatic,SUV,926000
6050,Maruti Alto 800,2014,80719,1,CNG,MH-12,Manual,HatchBack,302000
6051,Maruti Wagon R 1.0,2010,66835,1,PETROL,MH-14,Manual,HatchBack,248800
6052,Datsun Redi Go,2018,51607,2,PETROL,KA-02,Automatic,HatchBack,320000
6053,Honda Amaze,2017,17218,1,PETROL,TS-07,Manual,Sedan,851000
6054,Honda CRV,2015,54873,2,PETROL,MH-03,Automatic,Lux_SUV,964000
6055,Honda WR-V,2017,78249,1,DIESEL,TS-10,Manual,SUV,773000
6056,Hyundai i10,2011,38095,2,PETROL,HR-26,Manual,HatchBack,168000
6057,Hyundai NEW SANTRO,2021,5603,1,PETROL,UP-32,Automatic,HatchBack,648000
6058,Hyundai i20,2011,57085,2,PETROL,WB-06,Manual,HatchBack,202000
6059,Hyundai Grand i10,2018,69511,1,PETROL,MH-34,Manual,HatchBack,497000
6060,Hyundai Elite i20,2017,41702,2,PETROL,MH-12,Manual,HatchBack,477000
6061,Maruti Baleno,2019,46057,1,PETROL,TN-10,Manual,HatchBack,643000
6062,Maruti Swift,2015,50609,2,PETROL,KA-47,Manual,HatchBack,539000
6063,Renault Kwid,2017,24810,2,PETROL,KA-05,Manual,HatchBack,376000
6064,Tata Tiago,2018,24067,1,PETROL,TS-10,Manual,HatchBack,502000
6065,Maruti Alto,2020,18650,1,PETROL,GJ-05,Manual,HatchBack,381000
6066,Tata Tiago,2019,29314,1,PETROL,TN-50,Manual,HatchBack,477000
6067,Honda Brio,2015,88555,1,PETROL,TN-12,Manual,HatchBack,368000
6068,Nissan Micra,2016,33902,2,PETROL,KA-05,Automatic,HatchBack,526000
6069,Hyundai VENUE,2021,10389,1,PETROL,KA-02,Manual,SUV,1119000
6070,Honda City,2016,80007,1,PETROL,MH-47,Manual,Sedan,646000
6071,Honda City,2011,19721,1,PETROL,MH-14,Automatic,Sedan,955000
6072,Skoda Rapid,2017,33535,1,PETROL,MH-15,Manual,Sedan,595000
6073,Hyundai Elite i20,2014,89210,2,PETROL,HR-03,Manual,HatchBack,445000
6074,Maruti Alto 800,2014,58874,1,PETROL,MH-15,Manual,HatchBack,230000
6075,Maruti IGNIS,2017,86390,2,PETROL,MH-31,Automatic,HatchBack,472000
6076,Hyundai VENUE,2020,12183,1,PETROL,KA-05,Manual,SUV,839000
6077,Honda WR-V,2018,34106,1,PETROL,MH-04,Manual,SUV,733350
6078,Hyundai Grand i10,2016,58046,1,PETROL,GJ-05,Manual,HatchBack,421000
6079,Maruti Alto 800,2016,50152,1,PETROL,TN-10,Manual,HatchBack,309000
6080,Hyundai Grand i10,2017,48732,1,PETROL,TN-10,Manual,HatchBack,530000
6081,Maruti Swift,2019,54289,1,PETROL,MH-14,Automatic,HatchBack,684000
6082,KIA SONET,2020,97165,1,DIESEL,GJ-05,Manual,SUV,1054000
6083,Hyundai Grand i10,2019,20065,1,PETROL,GJ-06,Manual,HatchBack,566000
6084,Hyundai GRAND I10 NIOS,2021,6162,1,PETROL,WB-24,Manual,HatchBack,650000
6085,Hyundai GRAND I10 NIOS,2020,12963,1,PETROL,DL-5C,Automatic,HatchBack,715000
6086,Tata NEXON,2022,23013,1,PETROL,MH-14,Automatic,SUV,1215000
6087,Maruti Wagon R 1.0,2014,55465,2,PETROL,DL-5C,Manual,HatchBack,298000
6088,Maruti Swift Dzire,2014,69273,1,PETROL,WB-02,Manual,Sedan,333000
6089,Hyundai Elite i20,2019,56414,1,CNG,HR-26,Manual,HatchBack,639000
6090,Datsun Go Plus,2018,29855,1,PETROL,MH-05,Manual,HatchBack,393000
6091,Hyundai Grand i10,2016,53814,1,PETROL,KA-02,Manual,HatchBack,533000
6092,Toyota Glanza,2021,86012,1,PETROL,TN-04,Manual,HatchBack,771000
6093,Maruti Alto,2020,17083,1,PETROL,PB-10,Manual,HatchBack,351000
6094,Hyundai Elite i20,2018,55860,1,PETROL,HR-26,Manual,HatchBack,704000
6095,Hyundai NEW SANTRO,2021,89396,1,CNG,HR-76,Manual,HatchBack,563000
6096,Hyundai Eon,2018,23517,1,PETROL,MH-12,Manual,HatchBack,298000
6097,Maruti Ciaz,2016,60653,1,PETROL,DL-8C,Automatic,Sedan,780000
6098,Hyundai Elite i20,2016,30539,1,PETROL,MH-01,Manual,HatchBack,595000
6099,Maruti Wagon R 1.0,2014,63426,1,CNG,MH-14,Manual,HatchBack,351000
6100,Maruti Alto 800,2017,84597,1,PETROL,TS-32,Manual,HatchBack,295000
6101,Maruti Alto 800,2017,31214,1,PETROL,KL-01,Manual,HatchBack,310000
6102,Hyundai i10,2014,67438,2,PETROL,GJ-01,Manual,HatchBack,306000
6103,Hyundai Verna,2018,10168,1,PETROL,GJ-06,Automatic,Sedan,1019000
6104,Tata Safari,2021,14915,2,DIESEL,MH-46,Automatic,SUV,1903000
6105,Maruti Swift,2021,17211,1,PETROL,DL-3C,Manual,HatchBack,667000
6106,Hyundai Elite i20,2018,70601,1,PETROL,KA-41,Automatic,HatchBack,755000
