id,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
510,Honda Brio,2016,27699,1,PETROL,PB-10,Automatic,HatchBack,467000
511,Hyundai Eon,2013,89559,1,PETROL,AP-28,Manual,HatchBack,233000
512,Hyundai NEW SANTRO,2021,24565,1,CNG,HR-26,Manual,HatchBack,514000
513,Maruti Ciaz,2017,64130,2,PETROL,KA-06,Manual,Sedan,790000
514,Honda WR-V,2018,44004,2,DIESEL,TN-07,Manual,SUV,739000
515,Hyundai Elite i20,2018,39478,1,PETROL,TS-13,Manual,HatchBack,740000
516,Maruti Swift,2017,84289,2,PETROL,TN-07,Manual,HatchBack,538000
517,Maruti Baleno,2021,37288,1,PETROL,CH-01,Manual,HatchBack,710000
518,Volkswagen Polo,2016,66057,2,PETROL,MH-03,Automatic,HatchBack,569000
519,Honda Jazz,2017,66075,1,DIESEL,WB-02,Manual,HatchBack,389000
520,Honda Brio,2014,66051,1,PETROL,DL-3C,Manual,HatchBack,307000
521,Maruti Vitara Brezza,2018,43109,1,DIESEL,DL-3C,Manual,SUV,682000
522,Toyota Glanza,2019,20361,1,PETROL,DL-8C,Manual,HatchBack,709000
523,Hyundai Grand i10,2019,20552,1,PETROL,UP-78,Manual,HatchBack,531000
524,Hyundai Grand i10,2016,32594,1,PETROL,HR-26,Manual,HatchBack,461000
525,Maruti Swift,2018,50479,2,PETROL,RJ-45,Manual,HatchBack,533000
526,Maruti Wagon R 1.0,2015,21598,1,PETROL,MH-47,Manual,HatchBack,358000
527,Maruti Celerio,2016,61337,1,PETROL,TS-08,Automatic,HatchBack,431000
528,Maruti Baleno,2019,47935,1,PETROL,HR-26,Manual,HatchBack,553000
529,Maruti Vitara Brezza,2016,99232,1,DIESEL,KA-50,Manual,SUV,830000
530,Hyundai Grand i10,2017,44390,1,PETROL,TS-07,Manual,HatchBack,553000
531,Hyundai Elite i20,2017,63899,1,PETROL,CH-01,Manual,HatchBack,574000
532,Maruti Celerio,2022,8143,1,PETROL,MP-04,Manual,HatchBack,624000
533,Maruti Wagon R 1.0,2016,46335,2,PETROL,TS-08,Manual,HatchBack,371000
534,Maruti Baleno,2017,28584,1,PETROL,GJ-18,Manual,HatchBack,581000
535,Mahindra XUV500,2017,79282,2,DIESEL,GJ-23,Automatic,Lux_SUV,1007000
536,Honda WR-V,2017,81348,1,DIESEL,TN-05,Manual,SUV,704000
537,Maruti Alto,2011,14359,2,PETROL,DL-3C,Manual,HatchBack,188000
538,Maruti Dzire,2018,55864,1,PETROL,MH-12,Manual,Sedan,594000
539,Maruti Zen Estilo,2012,15432,1,PETROL,DL-3C,Manual,HatchBack,195000
540,Renault Kwid,2021,17102,1,PETROL,MH-29,Manual,HatchBack,430000
541,Hyundai NEW SANTRO,2019,48344,1,CNG,HR-51,Manual,HatchBack,567000
542,Maruti Swift,2011,74040,2,PETROL,DL-8C,Manual,HatchBack,191000
543,Hyundai i10,2010,83410,3,PETROL,AP-09,Automatic,HatchBack,287000
544,Hyundai NEW I20 N LINE,2021,23899,1,PETROL,TN-12,Automatic,HatchBack,1164000
545,Maruti Ciaz,2017,36611,1,PETROL,GJ-06,Manual,Sedan,756000
546,Maruti Alto K10,2016,29034,2,CNG,PB-13,Manual,HatchBack,335000
547,Renault Kwid,2017,47400,2,PETROL,TN-64,Automatic,HatchBack,378000
548,Honda City,2018,55536,1,PETROL,DL-1C,Manual,Sedan,210000
549,Hyundai Grand i10,2015,70864,1,PETROL,KA-02,Automatic,HatchBack,547000
550,Toyota Corolla Altis,2014,65829,1,PETROL,MH-12,Automatic,Lux_sedan,807000
551,Maruti Swift,2016,10887,1,PETROL,KA-04,Manual,HatchBack,675000
552,Tata Tiago,2018,41852,2,PETROL,UP-32,Manual,HatchBack,404000
553,Hyundai Eon,2016,74129,1,PETROL,KA-51,Manual,HatchBack,313000
554,Honda City,2013,96271,1,PETROL,DL-3C,Manual,Sedan,395000
555,Tata Tiago,2020,27518,1,PETROL,TN-14,Manual,HatchBack,610000
556,Tata NEXON,2020,93639,1,DIESEL,GJ-01,Manual,SUV,907000
557,Maruti Baleno,2016,47741,2,PETROL,TS-12,Manual,HatchBack,545000
558,Renault Kwid,2018,53600,3,PETROL,TN-55,Manual,HatchBack,324000
559,Hyundai Grand i10,2014,96601,2,PETROL,HR-12,Manual,HatchBack,328000
560,Hyundai Grand i10,2016,30527,1,PETROL,MP-04,Automatic,HatchBack,472000
561,Maruti S Cross,2017,113791,2,DIESEL,GJ-04,Manual,SUV,629000
562,Renault Kwid,2020,44904,2,PETROL,HR-29,Manual,HatchBack,390000
563,Maruti Swift,2018,97229,1,PETROL,RJ-45,Manual,HatchBack,519000
564,Datsun Redi Go,2018,45531,1,PETROL,MH-04,Automatic,HatchBack,338000
565,Hyundai Grand i10,2017,61193,1,DIESEL,MH-15,Manual,HatchBack,588000
566,Renault Kwid,2022,6592,1,PETROL,DL-14,Automatic,HatchBack,562000
567,Maruti Wagon R 1.0,2017,78854,1,CNG,MH-02,Manual,HatchBack,403000
568,Hyundai NEW SANTRO,2022,20113,1,PETROL,GJ-08,Manual,HatchBack,499000
569,Tata Tiago,2021,37301,1,PETROL,BR-01,Automatic,HatchBack,572000
570,Maruti Swift,2012,74268,1,PETROL,KA-51,Manual,HatchBack,398000
571,Maruti Alto 800,2017,74195,1,PETROL,TS-07,Manual,HatchBack,319000
572,Mahindra Bolero,2022,11649,1,DIESEL,BR-31,Manual,SUV,1028000
573,Hyundai i10,2013,69263,2,PETROL,KA-03,Automatic,HatchBack,347000
574,Ford FREESTYLE,2021,9350,1,PETROL,TN-19,Manual,SUV,739000
575,Hyundai AURA,2022,8584,1,PETROL,DL-10,Manual,Sedan,898000
576,Hyundai Creta,2018,37437,1,PETROL,MH-01,Automatic,SUV,1140000
577,Honda BR-V,2017,83623,1,PETROL,TS-07,Automatic,SUV,798000
578,Tata Tiago,2017,110696,1,DIESEL,MP-09,Manual,HatchBack,418000
579,Honda City,2017,40502,1,DIESEL,MP-09,Manual,Sedan,782000
580,Maruti S Cross,2017,99331,2,DIESEL,UP-32,Manual,SUV,577000
581,Hyundai Grand i10,2015,47720,1,PETROL,GJ-01,Manual,HatchBack,441000
582,Maruti Swift,2018,69176,1,PETROL,CH-01,Manual,HatchBack,616000
583,Tata Hexa,2018,77208,1,DIESEL,DL-7C,Automatic,SUV,891000
584,Nissan Micra,2015,75961,1,PETROL,GJ-01,Automatic,HatchBack,312000
585,Maruti Swift,2012,24119,1,PETROL,DL-6C,Manual,HatchBack,314000
586,Honda WR-V,2018,30194,2,PETROL,UP-32,Manual,SUV,612000
587,Hyundai i10,2013,98297,2,PETROL,KA-05,Manual,HatchBack,262000
588,Volkswagen Polo,2018,63221,2,PETROL,GJ-05,Manual,HatchBack,531000
589,Volkswagen Polo,2017,83286,1,PETROL,GJ-01,Manual,HatchBack,535000
590,Maruti Wagon R 1.0,2018,35496,1,CNG,MH-47,Manual,HatchBack,436000
591,Maruti Dzire,2019,65664,1,PETROL,MH-03,Automatic,Sedan,613000
592,Maruti Baleno,2019,105614,1,PETROL,,Manual,HatchBack,656000
593,Hyundai Verna,2012,44784,3,PETROL,AP-09,Manual,Sedan,447000
594,Tata NEXON,2018,61107,2,DIESEL,GJ-05,Automatic,SUV,772000
595,Maruti Wagon R 1.0,2016,71761,1,PETROL,MH-50,Manual,HatchBack,404000
596,Maruti Dzire,2017,67448,2,PETROL,MH-01,Manual,Sedan,637000
597,Hyundai GRAND I10 NIOS,2019,22401,1,PETROL,UP-16,Automatic,HatchBack,692000
598,Maruti IGNIS,2019,40066,1,PETROL,RJ-45,Automatic,HatchBack,541000
599,Maruti XL6,2022,10259,1,PETROL,PB-65,Automatic,SUV,1396000
600,Toyota Corolla Altis,2010,69278,2,PETROL,DL-4C,Manual,Lux_sedan,234000
601,Honda Civic,2020,42457,1,PETROL,KA-22,Automatic,Sedan,1709000
602,Hyundai Grand i10,2017,66080,1,PETROL,TN-11,Manual,HatchBack,515000
603,Datsun Redi Go,2021,12199,1,PETROL,KL-08,Manual,HatchBack,415000
604,Maruti Swift,2017,39046,1,PETROL,HR-76,Manual,HatchBack,510000
605,Hyundai Verna,2018,47897,1,DIESEL,GJ-18,Manual,Sedan,1179000
606,Hyundai NEW SANTRO,2019,12713,1,PETROL,UP-78,Manual,HatchBack,444000
607,Maruti Wagon R 1.0,2018,41338,2,CNG,GJ-36,Automatic,HatchBack,471000
608,Renault Duster,2018,75114,2,DIESEL,HR-26,Automatic,SUV,705000
609,Maruti Wagon R 1.0,2017,88437,1,PETROL,GJ-01,Manual,HatchBack,370000
610,Maruti S PRESSO,2021,24447,1,CNG,UP-32,Manual,HatchBack,554000
611,Tata NEXON,2021,13767,1,PETROL,TN-73,Automatic,SUV,1143000
612,Tata ALTROZ,2021,35172,1,PETROL,KA-05,Manual,HatchBack,672000
613,Hyundai Grand i10,2016,71822,2,PETROL,MH-12,Automatic,HatchBack,535000
614,Maruti Swift,2018,61212,2,DIESEL,GJ-03,Manual,HatchBack,674000
615,Hyundai NEW I20,2022,17575,1,PETROL,MH-03,Manual,HatchBack,1042000
616,Toyota YARIS,2018,22528,2,PETROL,KA-01,Automatic,Sedan,704000
617,Maruti S Cross,2020,5574,1,PETROL,UP-14,Manual,SUV,1021000
618,Hyundai Creta,2017,63613,1,PETROL,TS-09,Automatic,SUV,1017000
619,Maruti New Wagon-R,2019,35732,2,CNG,HR-29,Manual,HatchBack,507000
620,Hyundai Creta,2018,38650,1,DIESEL,HR-26,Automatic,SUV,1106000
621,Honda Jazz,2017,29558,1,PETROL,MH-05,Automatic,HatchBack,587000
622,Mahindra XUV500,2018,38130,2,DIESEL,DL-12,Automatic,Lux_SUV,1156000
623,Hyundai Eon,2017,25039,1,PETROL,DL-12,Manual,HatchBack,292000
624,Honda CRV,2017,53014,1,PETROL,GJ-06,Automatic,Lux_SUV,1193000
625,Maruti Baleno,2016,63142,1,PETROL,GJ-15,Manual,HatchBack,496000
626,Renault Kwid,2016,47471,2,PETROL,TN-03,Manual,HatchBack,336000
627,Hyundai i10,2010,91194,3,PETROL,MH-01,Manual,HatchBack,174000
628,Maruti Wagon R 1.0,2018,40437,1,CNG,MH-43,Manual,HatchBack,428000
629,Hyundai VENUE,2019,88515,1,DIESEL,HR-29,Manual,SUV,809000
630,Renault TRIBER,2020,89824,1,PETROL,TS-33,Manual,SUV,630000
631,Nissan Micra,2018,51507,2,PETROL,KL-41,Automatic,HatchBack,584000
632,Maruti Baleno,2017,77995,1,PETROL,KA-53,Automatic,HatchBack,753000
633,Maruti S PRESSO,2021,16563,1,PETROL,PB-27,Manual,HatchBack,462000
634,Hyundai i20 Active,2015,95852,2,PETROL,MH-31,Manual,HatchBack,506000
635,Maruti Alto 800,2017,45385,1,CNG,MH-12,Manual,HatchBack,346000
636,Mahindra KUV 100 NXT,2017,68942,2,PETROL,WB-08,Manual,SUV,436000
637,Maruti Swift,2015,43563,1,PETROL,MH-06,Manual,HatchBack,462700
638,Maruti Swift,2016,47771,1,DIESEL,UP-14,Manual,HatchBack,428000
639,Hyundai Grand i10,2015,25617,1,PETROL,KA-53,Manual,HatchBack,502000
640,Hyundai Elite i20,2016,35690,2,PETROL,DL-9C,Manual,HatchBack,535000
641,Hyundai Grand i10,2013,84969,2,DIESEL,AP-28,Manual,HatchBack,414000
642,Honda City,2014,47361,1,PETROL,PB-08,Manual,Sedan,579000
643,Maruti Swift,2015,52763,1,PETROL,MH-20,Manual,HatchBack,498000
644,Toyota YARIS,2020,50574,1,PETROL,MH-31,Manual,Sedan,836000
645,Maruti Baleno,2018,42622,1,DIESEL,DL-10,Manual,HatchBack,565000
646,Maruti Alto 800,2014,31933,2,PETROL,AP-28,Manual,HatchBack,277000
647,Maruti Alto K10,2019,33197,1,PETROL,UP-78,Manual,HatchBack,334000
648,Ford Ecosport,2017,72091,2,PETROL,GJ-06,Manual,SUV,617000
649,Renault Kwid,2021,26755,1,PETROL,KA-19,Automatic,HatchBack,564000
650,Maruti Swift Dzire,2012,60351,1,PETROL,UP-16,Manual,Sedan,506000
651,Hyundai Grand i10,2019,60019,1,CNG,GJ-01,Manual,HatchBack,551000
652,Maruti Ciaz,2016,84335,1,DIESEL,GJ-27,Manual,Sedan,555000
653,Hyundai Creta,2017,82642,2,DIESEL,GJ-01,Automatic,SUV,1029000
654,Maruti New Wagon-R,2019,95841,1,CNG,DL-2C,Manual,HatchBack,492000
655,Maruti Dzire,2018,73636,1,CNG,GJ-01,Automatic,Sedan,657000
656,Hyundai Elite i20,2020,44394,1,PETROL,HR-51,Manual,HatchBack,669000
657,Maruti Swift,2012,29056,1,PETROL,MH-04,Manual,HatchBack,338000
658,Hyundai Grand i10,2019,17925,1,PETROL,HR-26,Manual,HatchBack,518000
